temperature,humidity,pressure,wind_speed,wind_direction,rainfall,location,date,latitude,longitude
29.6,71.1,1014.7,17.8,W,8.8,Coimbatore,2021-08-01,11.0168,76.9558
32.7,76.9,1006.4,20.0,S,30.0,Coimbatore,2021-08-04,11.0168,76.9558
32.0,84.5,1011.7,30.1,SSW,10.8,Coimbatore,2021-08-07,11.0168,76.9558
31.4,88.5,1013.7,28.3,S,16.9,Coimbatore,2021-08-10,11.0168,76.9558
31.7,74.1,1005.7,26.4,SSW,33.2,Coimbatore,2021-08-13,11.0168,76.9558
30.7,82.0,1005.4,23.7,WSW,12.2,Coimbatore,2021-08-16,11.0168,76.9558
27.9,80.5,1006.4,31.3,SSW,32.8,Coimbatore,2021-08-19,11.0168,76.9558
29.5,87.8,1003.3,29.1,WSW,31.7,Coimbatore,2021-08-22,11.0168,76.9558
31.5,77.8,1002.3,27.5,WSW,31.7,Coimbatore,2021-08-25,11.0168,76.9558
28.6,76.2,1001.1,19.7,S,29.2,Coimbatore,2021-08-28,11.0168,76.9558
30.7,85.1,1009.9,23.2,SW,25.5,Coimbatore,2021-08-31,11.0168,76.9558
28.7,75.2,1009.5,23.0,SSW,11.5,Coimbatore,2021-09-01,11.0168,76.9558
31.7,94.7,1005.9,19.5,SW,8.2,Coimbatore,2021-09-04,11.0168,76.9558
29.7,86.1,1008.2,30.3,SW,4.6,Coimbatore,2021-09-07,11.0168,76.9558
29.6,89.3,1011.8,28.0,SW,20.0,Coimbatore,2021-09-10,11.0168,76.9558
29.8,77.8,1008.9,23.4,W,6.8,Coimbatore,2021-09-13,11.0168,76.9558
32.5,85.0,1009.4,27.6,SSW,28.1,Coimbatore,2021-09-16,11.0168,76.9558
30.8,86.4,1012.0,32.6,SW,12.5,Coimbatore,2021-09-19,11.0168,76.9558
29.6,88.7,1011.9,22.9,S,10.0,Coimbatore,2021-09-22,11.0168,76.9558
29.7,93.2,1008.7,26.8,S,18.8,Coimbatore,2021-09-25,11.0168,76.9558
28.5,77.0,1009.7,34.1,W,22.3,Coimbatore,2021-09-28,11.0168,76.9558
26.9,78.0,1004.5,27.8,NE,60.2,Coimbatore,2021-10-01,11.0168,76.9558
29.9,89.8,1012.7,29.0,ENE,16.5,Coimbatore,2021-10-04,11.0168,76.9558
27.1,79.2,1005.8,28.3,NE,31.0,Coimbatore,2021-10-07,11.0168,76.9558
27.6,95.8,1001.2,18.1,NE,29.1,Coimbatore,2021-10-10,11.0168,76.9558
27.9,94.9,1005.1,28.4,NNE,57.1,Coimbatore,2021-10-13,11.0168,76.9558
28.5,92.6,1003.9,32.0,ENE,59.7,Coimbatore,2021-10-16,11.0168,76.9558
27.7,91.7,1011.4,16.9,ENE,30.0,Coimbatore,2021-10-19,11.0168,76.9558
26.8,88.6,1007.7,20.4,ENE,45.0,Coimbatore,2021-10-22,11.0168,76.9558
27.1,80.4,1005.0,19.2,NNE,19.0,Coimbatore,2021-10-25,11.0168,76.9558
26.2,82.8,1009.3,16.3,ENE,56.2,Coimbatore,2021-10-28,11.0168,76.9558
30.5,89.9,1002.5,21.4,NE,18.9,Coimbatore,2021-10-31,11.0168,76.9558
27.6,84.1,1002.6,29.0,NE,21.9,Coimbatore,2021-11-01,11.0168,76.9558
27.0,79.3,1008.7,20.9,ENE,52.6,Coimbatore,2021-11-04,11.0168,76.9558
26.6,97.4,1012.7,21.8,NNE,12.0,Coimbatore,2021-11-07,11.0168,76.9558
30.6,92.7,1002.4,25.6,NNE,27.4,Coimbatore,2021-11-10,11.0168,76.9558
27.3,82.9,1010.0,18.6,NNE,54.7,Coimbatore,2021-11-13,11.0168,76.9558
30.6,81.6,1007.7,23.6,N,14.8,Coimbatore,2021-11-16,11.0168,76.9558
31.3,77.5,1012.6,25.2,NE,30.4,Coimbatore,2021-11-19,11.0168,76.9558
26.6,85.8,1008.6,24.9,ENE,36.5,Coimbatore,2021-11-22,11.0168,76.9558
25.9,77.8,1010.7,28.1,E,34.6,Coimbatore,2021-11-25,11.0168,76.9558
28.1,95.5,1011.9,27.8,N,48.3,Coimbatore,2021-11-28,11.0168,76.9558
28.8,85.1,1006.9,24.3,E,54.7,Coimbatore,2021-12-01,11.0168,76.9558
24.1,85.7,1001.9,17.3,E,30.0,Coimbatore,2021-12-04,11.0168,76.9558
29.6,84.4,1006.9,14.0,NE,29.4,Coimbatore,2021-12-07,11.0168,76.9558
29.1,88.4,1014.7,19.7,ENE,15.3,Coimbatore,2021-12-10,11.0168,76.9558
26.6,89.7,1010.8,17.8,E,41.3,Coimbatore,2021-12-13,11.0168,76.9558
29.8,94.0,1007.7,18.9,N,34.9,Coimbatore,2021-12-16,11.0168,76.9558
28.0,99.2,1006.9,20.5,N,20.3,Coimbatore,2021-12-19,11.0168,76.9558
25.4,90.7,1006.0,22.2,NNE,44.7,Coimbatore,2021-12-22,11.0168,76.9558
26.2,78.1,1004.9,24.4,NNE,22.3,Coimbatore,2021-12-25,11.0168,76.9558
27.6,85.1,1009.7,17.4,N,50.6,Coimbatore,2021-12-28,11.0168,76.9558
31.2,89.4,1013.0,28.0,ENE,18.1,Coimbatore,2021-12-31,11.0168,76.9558
25.6,59.4,1010.6,7.5,E,2.1,Coimbatore,2022-01-01,11.0168,76.9558
28.2,70.4,1007.5,16.3,E,5.1,Coimbatore,2022-01-04,11.0168,76.9558
28.4,71.4,1011.9,11.7,NE,4.1,Coimbatore,2022-01-07,11.0168,76.9558
28.9,58.7,1011.7,4.9,NE,4.4,Coimbatore,2022-01-10,11.0168,76.9558
23.6,71.1,1005.6,13.2,N,0.0,Coimbatore,2022-01-13,11.0168,76.9558
26.1,67.6,1013.0,9.1,N,4.2,Coimbatore,2022-01-16,11.0168,76.9558
27.3,75.9,1009.6,5.5,NE,2.6,Coimbatore,2022-01-19,11.0168,76.9558
25.9,68.9,1011.6,13.8,N,4.2,Coimbatore,2022-01-22,11.0168,76.9558
26.6,66.8,1014.3,12.8,NE,1.8,Coimbatore,2022-01-25,11.0168,76.9558
26.7,63.5,1012.3,6.8,NE,1.7,Coimbatore,2022-01-28,11.0168,76.9558
27.7,68.7,1013.4,9.2,E,3.7,Coimbatore,2022-01-31,11.0168,76.9558
25.2,61.8,1009.6,14.1,N,4.9,Coimbatore,2022-02-01,11.0168,76.9558
28.6,61.6,1012.0,13.4,NE,1.7,Coimbatore,2022-02-04,11.0168,76.9558
27.2,59.2,1010.0,13.7,NE,5.6,Coimbatore,2022-02-07,11.0168,76.9558
26.0,74.6,1010.0,11.2,N,5.0,Coimbatore,2022-02-10,11.0168,76.9558
24.0,69.8,1005.4,6.3,N,3.9,Coimbatore,2022-02-13,11.0168,76.9558
25.6,68.8,1006.1,4.3,NE,0.0,Coimbatore,2022-02-16,11.0168,76.9558
25.5,56.8,1010.4,9.5,N,6.6,Coimbatore,2022-02-19,11.0168,76.9558
24.5,62.3,1012.4,8.6,E,3.9,Coimbatore,2022-02-22,11.0168,76.9558
27.3,70.7,1006.3,12.6,E,3.9,Coimbatore,2022-02-25,11.0168,76.9558
24.8,57.6,1011.7,14.5,NE,4.3,Coimbatore,2022-02-28,11.0168,76.9558
36.7,60.1,1012.1,13.0,S,7.3,Coimbatore,2022-03-01,11.0168,76.9558
36.7,58.7,1008.2,15.7,SE,1.7,Coimbatore,2022-03-04,11.0168,76.9558
32.9,56.6,1014.5,7.3,S,2.8,Coimbatore,2022-03-07,11.0168,76.9558
36.0,68.3,1010.7,16.2,E,2.3,Coimbatore,2022-03-10,11.0168,76.9558
35.5,55.5,1014.3,21.2,SE,5.4,Coimbatore,2022-03-13,11.0168,76.9558
33.4,65.6,1008.2,14.4,E,3.1,Coimbatore,2022-03-16,11.0168,76.9558
36.4,57.3,1011.0,14.7,E,0.7,Coimbatore,2022-03-19,11.0168,76.9558
38.2,55.5,1013.2,14.1,E,3.8,Coimbatore,2022-03-22,11.0168,76.9558
36.2,72.3,1006.2,15.5,SE,0.0,Coimbatore,2022-03-25,11.0168,76.9558
31.6,50.7,1010.3,19.8,S,4.9,Coimbatore,2022-03-28,11.0168,76.9558
35.3,61.9,1007.3,16.3,E,4.5,Coimbatore,2022-03-31,11.0168,76.9558
37.7,45.5,1007.9,12.5,ESE,1.5,Coimbatore,2022-04-01,11.0168,76.9558
31.6,53.9,1011.4,22.5,S,4.5,Coimbatore,2022-04-04,11.0168,76.9558
35.7,69.5,1010.7,19.3,ESE,1.8,Coimbatore,2022-04-07,11.0168,76.9558
35.4,58.2,1012.7,14.0,S,3.6,Coimbatore,2022-04-10,11.0168,76.9558
35.0,61.4,1012.1,20.5,E,3.8,Coimbatore,2022-04-13,11.0168,76.9558
34.5,59.9,1011.9,12.4,ESE,3.4,Coimbatore,2022-04-16,11.0168,76.9558
36.6,58.9,1006.1,12.8,E,1.7,Coimbatore,2022-04-19,11.0168,76.9558
33.1,61.8,1007.5,16.1,S,3.3,Coimbatore,2022-04-22,11.0168,76.9558
34.7,55.0,1011.2,20.9,E,0.7,Coimbatore,2022-04-25,11.0168,76.9558
38.8,57.5,1005.1,11.1,E,2.4,Coimbatore,2022-04-28,11.0168,76.9558
38.3,47.2,1009.4,18.3,S,3.8,Coimbatore,2022-05-01,11.0168,76.9558
37.0,68.0,1005.4,18.8,S,6.8,Coimbatore,2022-05-04,11.0168,76.9558
35.0,51.9,1010.5,11.9,ESE,7.1,Coimbatore,2022-05-07,11.0168,76.9558
35.7,65.0,1013.8,14.9,S,6.7,Coimbatore,2022-05-10,11.0168,76.9558
37.2,54.7,1014.7,21.4,E,4.2,Coimbatore,2022-05-13,11.0168,76.9558
37.2,57.6,1013.6,10.9,S,2.2,Coimbatore,2022-05-16,11.0168,76.9558
31.3,61.9,1010.5,13.8,S,2.0,Coimbatore,2022-05-19,11.0168,76.9558
34.1,46.8,1011.5,14.3,ESE,6.3,Coimbatore,2022-05-22,11.0168,76.9558
35.1,57.8,1005.8,13.2,SE,0.5,Coimbatore,2022-05-25,11.0168,76.9558
34.4,72.0,1008.7,12.3,ESE,0.0,Coimbatore,2022-05-28,11.0168,76.9558
36.8,64.4,1014.9,21.8,E,9.2,Coimbatore,2022-05-31,11.0168,76.9558
27.8,76.7,1009.9,26.8,SW,25.5,Coimbatore,2022-06-01,11.0168,76.9558
32.0,88.7,1009.0,20.5,SSW,12.7,Coimbatore,2022-06-04,11.0168,76.9558
30.5,83.0,1008.5,22.2,WSW,3.8,Coimbatore,2022-06-07,11.0168,76.9558
32.3,87.8,1005.5,31.5,SW,20.8,Coimbatore,2022-06-10,11.0168,76.9558
30.5,70.7,1011.0,27.8,W,12.1,Coimbatore,2022-06-13,11.0168,76.9558
27.8,78.9,1010.3,25.8,SSW,29.8,Coimbatore,2022-06-16,11.0168,76.9558
30.7,84.1,1004.0,21.8,SW,36.2,Coimbatore,2022-06-19,11.0168,76.9558
31.5,86.4,1009.5,28.9,SW,13.7,Coimbatore,2022-06-22,11.0168,76.9558
31.9,88.8,1014.2,25.5,SSW,13.7,Coimbatore,2022-06-25,11.0168,76.9558
27.5,82.9,1002.1,33.0,SW,28.8,Coimbatore,2022-06-28,11.0168,76.9558
29.7,77.9,1009.9,30.0,S,14.0,Coimbatore,2022-07-01,11.0168,76.9558
32.2,75.1,1009.7,32.6,S,20.9,Coimbatore,2022-07-04,11.0168,76.9558
30.7,88.1,1011.3,33.1,SSW,21.9,Coimbatore,2022-07-07,11.0168,76.9558
31.1,84.7,1009.0,19.5,S,9.7,Coimbatore,2022-07-10,11.0168,76.9558
28.4,80.6,1010.7,31.8,WSW,23.7,Coimbatore,2022-07-13,11.0168,76.9558
28.8,85.9,1001.3,31.6,SW,32.6,Coimbatore,2022-07-16,11.0168,76.9558
33.1,78.9,1009.5,27.3,SSW,6.1,Coimbatore,2022-07-19,11.0168,76.9558
31.9,77.4,1004.6,24.5,SSW,33.0,Coimbatore,2022-07-22,11.0168,76.9558
31.2,88.6,1009.1,28.8,SW,29.9,Coimbatore,2022-07-25,11.0168,76.9558
30.1,86.1,1009.4,22.6,SSW,10.2,Coimbatore,2022-07-28,11.0168,76.9558
30.2,79.9,1009.8,23.5,W,36.3,Coimbatore,2022-07-31,11.0168,76.9558
30.7,92.4,1012.8,23.5,SSW,12.7,Coimbatore,2022-08-01,11.0168,76.9558
32.3,92.7,1001.7,24.0,S,36.5,Coimbatore,2022-08-04,11.0168,76.9558
31.3,73.3,1005.2,28.3,SSW,21.5,Coimbatore,2022-08-07,11.0168,76.9558
30.5,83.3,1005.4,19.2,S,8.1,Coimbatore,2022-08-10,11.0168,76.9558
33.4,90.8,1004.6,31.0,S,28.6,Coimbatore,2022-08-13,11.0168,76.9558
30.6,87.6,1004.1,22.6,SW,23.6,Coimbatore,2022-08-16,11.0168,76.9558
30.5,79.9,1006.4,29.1,W,15.6,Coimbatore,2022-08-19,11.0168,76.9558
30.8,80.6,1008.1,31.4,S,21.5,Coimbatore,2022-08-22,11.0168,76.9558
27.7,84.3,1005.6,33.8,SSW,11.4,Coimbatore,2022-08-25,11.0168,76.9558
32.6,84.0,1007.7,21.3,S,10.7,Coimbatore,2022-08-28,11.0168,76.9558
28.7,79.6,1007.6,22.4,W,30.0,Coimbatore,2022-08-31,11.0168,76.9558
30.4,85.3,1005.5,35.1,SSW,8.1,Coimbatore,2022-09-01,11.0168,76.9558
30.5,86.2,1014.0,22.2,S,9.0,Coimbatore,2022-09-04,11.0168,76.9558
31.3,86.3,1006.3,21.6,S,33.0,Coimbatore,2022-09-07,11.0168,76.9558
33.1,78.2,1004.5,20.7,SW,21.5,Coimbatore,2022-09-10,11.0168,76.9558
30.3,81.0,1011.2,24.5,S,7.4,Coimbatore,2022-09-13,11.0168,76.9558
30.1,82.5,1010.7,23.3,WSW,19.6,Coimbatore,2022-09-16,11.0168,76.9558
32.7,76.5,1011.1,25.9,SSW,23.9,Coimbatore,2022-09-19,11.0168,76.9558
29.6,88.2,1009.0,28.6,WSW,8.6,Coimbatore,2022-09-22,11.0168,76.9558
29.2,74.9,1003.5,22.2,W,29.0,Coimbatore,2022-09-25,11.0168,76.9558
31.2,77.8,1010.3,27.9,WSW,17.4,Coimbatore,2022-09-28,11.0168,76.9558
27.6,80.3,1003.8,21.4,ENE,45.3,Coimbatore,2022-10-01,11.0168,76.9558
29.3,85.3,1012.3,19.5,N,25.5,Coimbatore,2022-10-04,11.0168,76.9558
28.3,85.0,1003.6,15.0,ENE,49.1,Coimbatore,2022-10-07,11.0168,76.9558
27.8,85.0,1014.0,20.7,N,17.3,Coimbatore,2022-10-10,11.0168,76.9558
28.9,89.9,1003.8,24.7,NE,32.8,Coimbatore,2022-10-13,11.0168,76.9558
31.1,84.9,1006.3,15.2,NE,51.5,Coimbatore,2022-10-16,11.0168,76.9558
29.0,80.3,1004.8,17.8,N,28.2,Coimbatore,2022-10-19,11.0168,76.9558
31.8,89.4,1009.3,26.6,NNE,16.0,Coimbatore,2022-10-22,11.0168,76.9558
28.1,91.7,1006.8,21.9,NNE,52.7,Coimbatore,2022-10-25,11.0168,76.9558
28.4,82.2,1010.7,26.0,ENE,55.9,Coimbatore,2022-10-28,11.0168,76.9558
26.9,93.5,1009.3,27.7,ENE,41.0,Coimbatore,2022-10-31,11.0168,76.9558
30.4,91.8,1007.8,15.7,E,17.9,Coimbatore,2022-11-01,11.0168,76.9558
28.0,79.1,1005.9,19.0,E,40.4,Coimbatore,2022-11-04,11.0168,76.9558
28.1,89.9,1005.3,24.3,NNE,20.0,Coimbatore,2022-11-07,11.0168,76.9558
30.3,80.4,1010.2,23.2,N,18.7,Coimbatore,2022-11-10,11.0168,76.9558
26.7,79.9,1005.5,18.6,ENE,44.0,Coimbatore,2022-11-13,11.0168,76.9558
28.8,94.8,1008.6,24.1,N,41.5,Coimbatore,2022-11-16,11.0168,76.9558
24.8,96.2,1009.7,27.2,NE,24.5,Coimbatore,2022-11-19,11.0168,76.9558
28.6,90.3,1002.1,22.4,N,52.9,Coimbatore,2022-11-22,11.0168,76.9558
28.9,92.2,1003.2,20.8,NNE,30.5,Coimbatore,2022-11-25,11.0168,76.9558
28.3,89.0,1009.6,24.9,ENE,50.9,Coimbatore,2022-11-28,11.0168,76.9558
24.4,86.3,1010.2,15.4,E,28.1,Coimbatore,2022-12-01,11.0168,76.9558
26.8,84.3,1009.6,21.6,ENE,30.0,Coimbatore,2022-12-04,11.0168,76.9558
29.5,84.8,1011.7,22.2,E,13.4,Coimbatore,2022-12-07,11.0168,76.9558
28.1,80.7,1012.1,27.0,E,9.7,Coimbatore,2022-12-10,11.0168,76.9558
28.4,83.0,1011.9,21.2,NE,17.3,Coimbatore,2022-12-13,11.0168,76.9558
29.2,82.8,1011.1,27.2,N,14.3,Coimbatore,2022-12-16,11.0168,76.9558
28.3,84.8,1009.4,26.2,ENE,40.5,Coimbatore,2022-12-19,11.0168,76.9558
29.6,77.4,1009.0,15.7,E,22.4,Coimbatore,2022-12-22,11.0168,76.9558
26.7,81.1,1005.9,21.4,NNE,55.5,Coimbatore,2022-12-25,11.0168,76.9558
27.5,90.9,1008.5,22.4,NE,43.8,Coimbatore,2022-12-28,11.0168,76.9558
29.4,89.4,1012.0,28.4,N,18.9,Coimbatore,2022-12-31,11.0168,76.9558
23.9,74.1,1007.9,14.4,E,1.5,Coimbatore,2023-01-01,11.0168,76.9558
23.8,75.1,1014.2,8.8,E,2.5,Coimbatore,2023-01-04,11.0168,76.9558
26.1,67.8,1009.1,7.6,N,3.7,Coimbatore,2023-01-07,11.0168,76.9558
26.4,68.3,1014.5,11.3,E,4.8,Coimbatore,2023-01-10,11.0168,76.9558
25.6,62.9,1013.0,4.8,N,2.7,Coimbatore,2023-01-13,11.0168,76.9558
23.7,70.8,1007.5,12.8,E,1.7,Coimbatore,2023-01-16,11.0168,76.9558
27.0,71.5,1013.2,11.6,E,3.7,Coimbatore,2023-01-19,11.0168,76.9558
27.5,59.0,1014.5,9.8,NE,1.9,Coimbatore,2023-01-22,11.0168,76.9558
26.0,63.7,1013.6,11.9,NE,4.4,Coimbatore,2023-01-25,11.0168,76.9558
26.7,69.4,1011.6,8.0,NE,1.4,Coimbatore,2023-01-28,11.0168,76.9558
24.2,66.9,1011.5,4.1,N,2.7,Coimbatore,2023-01-31,11.0168,76.9558
28.1,71.4,1007.2,12.8,N,5.0,Coimbatore,2023-02-01,11.0168,76.9558
23.0,65.9,1012.7,5.9,E,3.3,Coimbatore,2023-02-04,11.0168,76.9558
23.0,68.1,1007.5,15.4,N,4.1,Coimbatore,2023-02-07,11.0168,76.9558
25.1,68.8,1011.8,6.6,N,3.1,Coimbatore,2023-02-10,11.0168,76.9558
26.7,71.9,1011.9,13.2,NE,0.0,Coimbatore,2023-02-13,11.0168,76.9558
23.6,71.6,1006.9,8.8,N,4.5,Coimbatore,2023-02-16,11.0168,76.9558
24.6,69.5,1013.6,11.0,N,2.0,Coimbatore,2023-02-19,11.0168,76.9558
28.8,66.5,1012.7,9.5,E,2.4,Coimbatore,2023-02-22,11.0168,76.9558
26.1,63.9,1011.5,6.7,N,3.2,Coimbatore,2023-02-25,11.0168,76.9558
25.7,65.5,1006.2,7.2,NE,2.8,Coimbatore,2023-02-28,11.0168,76.9558
32.1,60.6,1009.6,14.1,S,2.4,Coimbatore,2023-03-01,11.0168,76.9558
36.0,66.9,1009.1,15.0,ESE,5.2,Coimbatore,2023-03-04,11.0168,76.9558
32.5,69.0,1011.7,21.1,S,0.7,Coimbatore,2023-03-07,11.0168,76.9558
31.5,45.9,1006.8,18.7,S,0.7,Coimbatore,2023-03-10,11.0168,76.9558
35.9,72.1,1013.1,13.6,S,3.7,Coimbatore,2023-03-13,11.0168,76.9558
37.8,56.4,1007.5,18.1,SE,2.2,Coimbatore,2023-03-16,11.0168,76.9558
36.3,54.1,1011.2,21.2,S,0.0,Coimbatore,2023-03-19,11.0168,76.9558
36.5,56.0,1009.0,13.9,S,6.7,Coimbatore,2023-03-22,11.0168,76.9558
33.4,61.2,1011.0,12.8,E,0.9,Coimbatore,2023-03-25,11.0168,76.9558
30.7,51.4,1012.8,17.4,S,1.8,Coimbatore,2023-03-28,11.0168,76.9558
33.0,67.1,1008.7,18.1,SE,5.8,Coimbatore,2023-03-31,11.0168,76.9558
34.2,61.7,1014.3,11.1,ESE,3.0,Coimbatore,2023-04-01,11.0168,76.9558
33.4,49.5,1008.5,15.2,E,3.8,Coimbatore,2023-04-04,11.0168,76.9558
30.7,60.3,1006.0,12.1,ESE,0.0,Coimbatore,2023-04-07,11.0168,76.9558
35.9,58.9,1009.9,11.7,ESE,1.3,Coimbatore,2023-04-10,11.0168,76.9558
36.3,53.9,1005.9,9.3,ESE,4.6,Coimbatore,2023-04-13,11.0168,76.9558
38.7,54.4,1012.2,13.3,S,3.6,Coimbatore,2023-04-16,11.0168,76.9558
36.1,60.0,1005.9,13.0,SE,2.3,Coimbatore,2023-04-19,11.0168,76.9558
35.0,49.2,1013.6,10.4,S,3.6,Coimbatore,2023-04-22,11.0168,76.9558
36.6,67.3,1006.4,16.5,ESE,1.5,Coimbatore,2023-04-25,11.0168,76.9558
32.8,52.0,1006.8,16.3,ESE,1.1,Coimbatore,2023-04-28,11.0168,76.9558
35.9,64.3,1013.6,9.1,S,3.0,Coimbatore,2023-05-01,11.0168,76.9558
33.4,47.5,1008.3,16.2,ESE,0.6,Coimbatore,2023-05-04,11.0168,76.9558
34.3,54.0,1013.4,15.8,SE,4.5,Coimbatore,2023-05-07,11.0168,76.9558
31.6,59.1,1010.1,18.8,S,0.6,Coimbatore,2023-05-10,11.0168,76.9558
34.5,73.2,1008.3,15.2,SE,2.0,Coimbatore,2023-05-13,11.0168,76.9558
31.7,51.7,1006.8,19.6,SE,4.1,Coimbatore,2023-05-16,11.0168,76.9558
38.1,63.7,1006.8,15.6,ESE,3.5,Coimbatore,2023-05-19,11.0168,76.9558
32.7,72.1,1010.6,18.4,ESE,2.6,Coimbatore,2023-05-22,11.0168,76.9558
35.6,64.1,1011.3,14.0,E,9.2,Coimbatore,2023-05-25,11.0168,76.9558
34.5,73.2,1014.5,10.7,E,3.5,Coimbatore,2023-05-28,11.0168,76.9558
37.1,53.1,1013.2,20.6,ESE,0.2,Coimbatore,2023-05-31,11.0168,76.9558
30.0,82.5,1007.0,31.3,S,6.0,Coimbatore,2023-06-01,11.0168,76.9558
28.9,87.1,1013.9,31.7,SW,13.2,Coimbatore,2023-06-04,11.0168,76.9558
29.5,92.0,1008.2,25.5,SSW,23.2,Coimbatore,2023-06-07,11.0168,76.9558
28.3,82.6,1005.7,23.1,SSW,5.5,Coimbatore,2023-06-10,11.0168,76.9558
29.6,80.1,1004.1,31.4,SSW,25.5,Coimbatore,2023-06-13,11.0168,76.9558
30.0,82.7,1006.7,27.0,WSW,10.5,Coimbatore,2023-06-16,11.0168,76.9558
29.8,82.7,1010.2,28.4,S,6.7,Coimbatore,2023-06-19,11.0168,76.9558
30.5,82.9,1010.7,24.3,SW,15.5,Coimbatore,2023-06-22,11.0168,76.9558
29.0,77.4,1006.4,34.5,W,11.9,Coimbatore,2023-06-25,11.0168,76.9558
31.6,80.8,1003.1,24.2,SSW,31.5,Coimbatore,2023-06-28,11.0168,76.9558
26.5,79.0,1010.0,28.8,SSW,4.6,Coimbatore,2023-07-01,11.0168,76.9558
32.4,84.1,1008.4,28.8,WSW,15.4,Coimbatore,2023-07-04,11.0168,76.9558
31.9,71.9,1003.3,35.3,SSW,24.6,Coimbatore,2023-07-07,11.0168,76.9558
32.2,79.3,1005.0,24.2,WSW,25.0,Coimbatore,2023-07-10,11.0168,76.9558
29.7,88.0,1009.3,32.7,SSW,26.2,Coimbatore,2023-07-13,11.0168,76.9558
26.9,76.1,1003.6,23.8,WSW,27.7,Coimbatore,2023-07-16,11.0168,76.9558
29.8,87.9,1005.8,25.0,W,20.4,Coimbatore,2023-07-19,11.0168,76.9558
32.7,80.2,1012.4,33.0,WSW,18.2,Coimbatore,2023-07-22,11.0168,76.9558
28.5,91.8,1007.0,25.7,SSW,28.9,Coimbatore,2023-07-25,11.0168,76.9558
31.3,77.4,1004.3,33.0,SSW,27.4,Coimbatore,2023-07-28,11.0168,76.9558
33.5,77.1,1010.3,33.5,WSW,13.5,Coimbatore,2023-07-31,11.0168,76.9558
29.8,80.9,1012.5,23.7,WSW,29.2,Coimbatore,2023-08-01,11.0168,76.9558
31.7,82.6,1007.7,22.4,SSW,9.4,Coimbatore,2023-08-04,11.0168,76.9558
28.6,74.3,1014.2,25.5,WSW,9.0,Coimbatore,2023-08-07,11.0168,76.9558
27.3,76.0,1012.4,24.6,SW,11.7,Coimbatore,2023-08-10,11.0168,76.9558
30.3,78.1,1005.4,25.1,W,13.3,Coimbatore,2023-08-13,11.0168,76.9558
31.0,79.9,1002.4,23.0,SW,19.7,Coimbatore,2023-08-16,11.0168,76.9558
32.0,91.1,1012.5,25.5,W,8.9,Coimbatore,2023-08-19,11.0168,76.9558
32.7,90.7,1007.5,28.6,SSW,22.5,Coimbatore,2023-08-22,11.0168,76.9558
28.4,89.0,1007.9,32.8,SSW,10.9,Coimbatore,2023-08-25,11.0168,76.9558
28.5,79.0,1002.3,30.8,SSW,20.2,Coimbatore,2023-08-28,11.0168,76.9558
30.8,82.6,1005.9,28.5,W,22.2,Coimbatore,2023-08-31,11.0168,76.9558
29.3,81.2,1012.4,25.0,WSW,13.5,Coimbatore,2023-09-01,11.0168,76.9558
27.9,83.3,1009.3,19.0,WSW,10.3,Coimbatore,2023-09-04,11.0168,76.9558
29.8,90.9,1013.6,24.9,WSW,8.5,Coimbatore,2023-09-07,11.0168,76.9558
31.7,80.4,1006.9,25.6,W,32.1,Coimbatore,2023-09-10,11.0168,76.9558
28.1,86.4,1006.4,35.2,W,32.3,Coimbatore,2023-09-13,11.0168,76.9558
32.9,77.2,1010.6,27.6,SSW,4.9,Coimbatore,2023-09-16,11.0168,76.9558
32.3,82.2,1010.2,31.7,SSW,8.2,Coimbatore,2023-09-19,11.0168,76.9558
29.3,86.0,1005.1,35.2,S,26.1,Coimbatore,2023-09-22,11.0168,76.9558
31.0,83.4,1008.4,32.7,S,29.2,Coimbatore,2023-09-25,11.0168,76.9558
28.1,75.3,1007.7,31.2,SSW,28.2,Coimbatore,2023-09-28,11.0168,76.9558
30.8,86.1,1007.3,22.9,NNE,18.9,Coimbatore,2023-10-01,11.0168,76.9558
29.9,95.7,1004.8,19.0,N,43.7,Coimbatore,2023-10-04,11.0168,76.9558
26.5,93.8,1009.0,18.7,N,42.6,Coimbatore,2023-10-07,11.0168,76.9558
27.9,91.1,1006.9,30.5,NE,13.6,Coimbatore,2023-10-10,11.0168,76.9558
28.6,96.6,1002.4,26.1,NE,39.8,Coimbatore,2023-10-13,11.0168,76.9558
29.7,85.3,1001.2,28.2,NNE,18.9,Coimbatore,2023-10-16,11.0168,76.9558
28.2,86.7,1005.6,29.6,ENE,56.2,Coimbatore,2023-10-19,11.0168,76.9558
28.6,90.5,1001.9,25.8,ENE,27.4,Coimbatore,2023-10-22,11.0168,76.9558
28.9,97.9,1008.5,24.4,E,53.9,Coimbatore,2023-10-25,11.0168,76.9558
24.8,85.0,1010.7,27.9,ENE,57.5,Coimbatore,2023-10-28,11.0168,76.9558
29.0,84.8,1011.2,18.7,ENE,30.5,Coimbatore,2023-10-31,11.0168,76.9558
29.9,82.3,1005.2,19.8,E,47.9,Coimbatore,2023-11-01,11.0168,76.9558
27.5,90.5,1003.3,29.2,E,35.3,Coimbatore,2023-11-04,11.0168,76.9558
27.3,83.3,1013.9,27.0,NE,15.9,Coimbatore,2023-11-07,11.0168,76.9558
30.5,87.8,1006.4,27.7,ENE,10.8,Coimbatore,2023-11-10,11.0168,76.9558
27.5,89.9,1008.3,26.5,ENE,14.4,Coimbatore,2023-11-13,11.0168,76.9558
